3gram,frequency
"('check_pattern(buffer_overflow)_valid', 'summarize_code()_valid', 'list_variables()_valid', 'list_functions()_valid')",298
"('check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid')",294
"('list_variables()_valid', 'list_functions()_valid', 'list_freed_variables()_valid', 'list_null_assigned_variables()_valid')",238
"('check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid', 'summarize_code()_valid', 'list_variables()_valid')",238
"('list_functions()_valid', 'list_freed_variables()_valid', 'list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid')",219
"('summarize_code()_valid', 'list_variables()_valid', 'list_functions()_valid', 'list_freed_variables()_valid')",202
"('check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid')",201
"('summarize_code()_valid', 'list_functions()_valid', 'list_freed_variables()_valid', 'list_null_assigned_variables()_valid')",194
"('list_freed_variables()_valid', 'list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid', 'check_pattern(use_after_free)_valid')",192
"('check_pattern(buffer_overflow)_valid', 'summarize_code()_valid', 'list_variables()_valid', 'list_variables()_valid')",190
"('check_pattern(buffer_overflow)_valid', 'summarize_code()_valid', 'list_variables()_valid', 'list_freed_variables()_valid')",174
"('check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid', 'summarize_code()_valid', 'list_variables()_valid')",154
"('list_freed_variables()_valid', 'list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid')",150
"('list_variables()_valid', 'list_freed_variables()_valid', 'list_functions()_valid', 'list_null_assigned_variables()_valid')",145
"('summarize_code()_valid', 'list_variables()_valid', 'list_functions()_valid', 'check_pattern(null_deref)_valid')",142
"('check_pattern(buffer_overflow)_valid', 'list_variables()_valid', 'check_pattern(null_deref)_valid', 'summarize_code()_valid')",140
"('list_freed_variables()_valid', 'list_functions()_valid', 'list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid')",131
"('list_variables()_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid', 'summarize_code()_valid')",131
"('summarize_code()_valid', 'list_variables()_valid', 'list_freed_variables()_valid', 'list_functions()_valid')",128
"('summarize_code()_valid', 'list_variables()_valid', 'list_variables()_valid', 'list_variables()_valid')",124
"('list_variables()_valid', 'list_variables()_valid', 'list_variables()_valid', 'list_variables()_valid')",124
"('summarize_code()_valid', 'list_variables()_valid', 'list_variables()_valid', 'list_functions()_valid')",122
"('check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(use_after_free)_valid')",121
"('check_pattern(buffer_overflow)_valid', 'list_variables()_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid')",120
"('list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid')",117
"('check_pattern(buffer_overflow)_valid', 'list_variables()_valid', 'summarize_code()_valid', 'list_functions()_valid')",115
"('list_functions()_valid', 'list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid', 'check_pattern(use_after_free)_valid')",115
"('check_pattern(null_deref)_valid', 'summarize_code()_valid', 'list_variables()_valid', 'list_functions()_valid')",115
"('list_functions()_valid', 'check_pattern(use_after_free)_valid', 'list_freed_variables()_valid', 'list_null_assigned_variables()_valid')",113
"('check_pattern(buffer_overflow)_valid', 'summarize_code()_valid', 'list_variables()_valid', 'check_pattern(null_deref)_valid')",112
"('summarize_code()_valid', 'list_variables()_valid', 'list_functions()_valid', 'list_null_assigned_variables()_valid')",111
"('list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(use_after_free)_valid')",109
"('list_variables()_valid', 'check_pattern(buffer_overflow)_valid', 'summarize_code()_valid', 'list_functions()_valid')",107
"('check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid', 'summarize_code()_valid', 'list_variables()_valid')",106
"('check_pattern(null_deref)_valid', 'summarize_code()_valid', 'list_variables()_valid', 'list_variables()_valid')",106
"('list_functions()_valid', 'check_pattern(null_deref)_valid', 'list_freed_variables()_valid', 'list_null_assigned_variables()_valid')",105
"('summarize_code()_valid', 'list_freed_variables()_valid', 'list_functions()_valid', 'list_null_assigned_variables()_valid')",104
"('list_variables()_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid')",103
"('check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid')",102
"('list_variables()_valid', 'list_variables()_valid', 'list_functions()_valid', 'list_freed_variables()_valid')",102
"('check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid')",98
