3gram,frequency
"('check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid')",807
"('check_pattern(buffer_overflow)_valid', 'summarize_code()_valid', 'list_variables()_valid')",785
"('check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid')",716
"('summarize_code()_valid', 'list_variables()_valid', 'list_functions()_valid')",519
"('check_pattern(buffer_overflow)_valid', 'list_variables()_valid', 'check_pattern(null_deref)_valid')",452
"('list_functions()_valid', 'list_freed_variables()_valid', 'list_null_assigned_variables()_valid')",417
"('check_pattern(buffer_overflow)_valid', 'list_variables()_valid', 'check_pattern(buffer_overflow)_valid')",406
"('list_variables()_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid')",393
"('summarize_code()_valid', 'list_variables()_valid', 'list_variables()_valid')",387
"('list_freed_variables()_valid', 'list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid')",382
"('list_variables()_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid')",379
"('list_variables()_valid', 'list_variables()_valid', 'list_variables()_valid')",371
"('check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid', 'summarize_code()_valid')",368
"('summarize_code()_valid', 'list_variables()_valid', 'list_freed_variables()_valid')",368
"('list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid')",356
"('check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(use_after_free)_valid')",348
"('check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid')",342
"('check_pattern(null_deref)_valid', 'summarize_code()_valid', 'list_variables()_valid')",334
"('check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid')",329
"('check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid')",320
"('list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid', 'check_pattern(use_after_free)_valid')",318
"('list_freed_variables()_valid', 'list_functions()_valid', 'list_null_assigned_variables()_valid')",314
"('check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid')",314
"('list_variables()_valid', 'list_functions()_valid', 'list_freed_variables()_valid')",312
"('list_functions()_valid', 'list_null_assigned_variables()_valid', 'check_pattern(null_deref)_valid')",312
"('check_pattern(buffer_overflow)_valid', 'summarize_code()_valid', 'list_functions()_valid')",309
"('check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid', 'list_variables()_valid')",305
"('check_pattern(buffer_overflow)_valid', 'check_pattern(buffer_overflow)_valid', 'summarize_code()_valid')",296
"('list_variables()_valid', 'list_functions()_valid', 'list_null_assigned_variables()_valid')",290
"('check_pattern(buffer_overflow)_valid', 'list_variables()_valid', 'summarize_code()_valid')",286
"('check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(use_after_free)_valid')",286
"('list_variables()_valid', 'check_pattern(buffer_overflow)_valid', 'summarize_code()_valid')",282
"('check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid', 'list_variables()_valid')",273
"('check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(use_after_free)_valid')",268
"('list_variables()_valid', 'list_freed_variables()_valid', 'list_functions()_valid')",263
"('list_variables()_valid', 'list_variables()_valid', 'list_functions()_valid')",250
"('list_variables()_valid', 'check_pattern(buffer_overflow)_valid', 'list_variables()_valid')",237
"('list_variables()_valid', 'check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid')",235
"('summarize_code()_valid', 'list_functions()_valid', 'list_freed_variables()_valid')",232
"('list_variables()_valid', 'list_functions()_valid', 'check_pattern(null_deref)_valid')",225
"('check_pattern(buffer_overflow)_valid', 'list_variables()_valid', 'list_variables()_valid')",223
"('check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid')",222
"('summarize_code()_valid', 'list_functions()_valid', 'list_null_assigned_variables()_valid')",214
"('check_pattern(buffer_overflow)_valid', 'check_pattern(null_deref)_valid', 'check_pattern(null_deref)_valid')",211
"('list_variables()_valid', 'check_pattern(null_deref)_valid', 'summarize_code()_valid')",201
"('list_variables()_valid', 'summarize_code()_valid', 'list_functions()_valid')",201
"('check_pattern(null_deref)_valid', 'check_pattern(buffer_overflow)_valid', 'summarize_code()_valid')",196
"('list_variables()_valid', 'list_freed_variables()_valid', 'list_null_assigned_variables()_valid')",192
